Gene stable ID	Gene stable ID version	Gene name	Gene start (bp)	Chromosome/scaffold name
ENSG00000235454	ENSG00000235454.1	HAUS6P3	53862233	7
ENSG00000232949	ENSG00000232949.2	AC002480.2	22589698	7
ENSG00000234894	ENSG00000234894.1	AL139327.3	19151554	13
ENSG00000233967	ENSG00000233967.7	AL359715.1	80441295	6
ENSG00000229147	ENSG00000229147.1	SMPD4P2	19152567	13
ENSG00000276420	ENSG00000276420.5	PRAMEF5	13272778	CHR_HSCHR1_2_CTG3
ENSG00000236641	ENSG00000236641.2	Z99916.1	25212085	22
ENSG00000244752	ENSG00000244752.3	CRYBB2	25212564	22
ENSG00000143179	ENSG00000143179.16	UCK2	165827614	1
ENSG00000214402	ENSG00000214402.6	LCNL1	136981904	9
ENSG00000238131	ENSG00000238131.2	AC073521.1	53926676	7
ENSG00000235335	ENSG00000235335.3	AC016723.1	167814757	2
ENSG00000280920	ENSG00000280920.1	AC092848.1	54201224	7
ENSG00000287953	ENSG00000287953.1	AC092848.2	54185071	7
ENSG00000281121	ENSG00000281121.1	AC244216.2	13292116	CHR_HSCHR1_2_CTG3
ENSG00000284341	ENSG00000284341.1	AL807752.7	136977518	9
ENSG00000133226	ENSG00000133226.17	SRRM1	24631716	1
ENSG00000172318	ENSG00000172318.5	B3GALT1	167868948	2
ENSG00000278021	ENSG00000278021.4	PRAMEF8	13299884	CHR_HSCHR1_2_CTG3
ENSG00000107317	ENSG00000107317.13	PTGDS	136975092	9
ENSG00000198924	ENSG00000198924.8	DCLRE1A	113834725	10
ENSG00000120885	ENSG00000120885.21	CLU	27596917	8
ENSG00000179071	ENSG00000179071.5	CCDC89	85683848	11
ENSG00000276370	ENSG00000276370.2	PRAMEF33	13322112	CHR_HSCHR1_2_CTG3
ENSG00000260464	ENSG00000260464.1	AL049796.1	93847174	1
ENSG00000241014	ENSG00000241014.2	AC114490.1	34975699	1
ENSG00000186815	ENSG00000186815.12	TPCN1	113221050	12
ENSG00000262734	ENSG00000262734.1	AC217785.2	155211179	CHR_HSCHR1_2_CTG31
ENSG00000258516	ENSG00000258516.2	AL133167.1	95828763	14
ENSG00000277560	ENSG00000277560.1	KIR3DP1	54786463	CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1
ENSG00000284773	ENSG00000284773.1	AC114490.3	34974356	1
ENSG00000138433	ENSG00000138433.16	CIR1	174348022	2
ENSG00000117560	ENSG00000117560.8	FASLG	172659103	1
ENSG00000261905	ENSG00000261905.1	AC217785.1	155225758	CHR_HSCHR1_2_CTG31
ENSG00000117519	ENSG00000117519.16	CNN3	94896949	1
ENSG00000229724	ENSG00000229724.1	OR2AQ1P	158796014	1
ENSG00000271741	ENSG00000271741.1	AC114490.2	34981533	1
ENSG00000273509	ENSG00000273509.1	CNTNAP3P1	62924911	9
ENSG00000080854	ENSG00000080854.14	IGSF9B	133908564	11
ENSG00000180953	ENSG00000180953.11	ST20	79898840	15
ENSG00000238066	ENSG00000238066.1	AC005002.2	117397938	X
ENSG00000258743	ENSG00000258743.6	LINC02301	82642605	14
ENSG00000263231	ENSG00000263231.1	AC217785.3	155229777	CHR_HSCHR1_2_CTG31
ENSG00000243304	ENSG00000243304.3	AC008494.1	115264669	5
ENSG00000163867	ENSG00000163867.17	ZMYM6	34986165	1
ENSG00000224314	ENSG00000224314.1	AC005002.1	117399452	X
ENSG00000277223	ENSG00000277223.1	AC090116.1	71448405	12
ENSG00000146063	ENSG00000146063.20	TRIM41	181222499	5
ENSG00000244081	ENSG00000244081.1	AL591379.2	63025597	9
ENSG00000100324	ENSG00000100324.14	TAB1	39399778	22
ENSG00000286813	ENSG00000286813.1	AC015871.6	79894502	15
ENSG00000279587	ENSG00000279587.1	AC006963.1	117894632	X
ENSG00000257761	ENSG00000257761.2	AC078860.1	71582293	12
ENSG00000263037	ENSG00000263037.1	MTX1P1	155246379	CHR_HSCHR1_2_CTG31
ENSG00000136371	ENSG00000136371.10	MTHFS	79833585	15
ENSG00000240995	ENSG00000240995.2	AC069454.1	49148339	17
ENSG00000108702	ENSG00000108702.3	CCL1	34360328	17
ENSG00000160593	ENSG00000160593.18	JAML	118193740	11
ENSG00000274785	ENSG00000274785.1	AC008984.1	54336291	CHR_HSCHR19_4_CTG3_1
ENSG00000127324	ENSG00000127324.9	TSPAN8	71125085	12
ENSG00000143450	ENSG00000143450.16	OAZ3	151762899	1
ENSG00000213921	ENSG00000213921.7	LEUTX	39776595	19
ENSG00000274113	ENSG00000274113.4	LILRA5	54315100	CHR_HSCHR19_4_CTG3_1
ENSG00000184084	ENSG00000184084.7	AC091868.1	73803296	5
ENSG00000148362	ENSG00000148362.11	PAXX	136992422	9
ENSG00000259032	ENSG00000259032.2	ENSAP2	82692704	14
ENSG00000279298	ENSG00000279298.1	Z99916.3	25251523	22
ENSG00000260619	ENSG00000260619.1	AC068870.1	80990804	15
ENSG00000249293	ENSG00000249293.1	AC091868.2	73778039	5
ENSG00000181192	ENSG00000181192.12	DHTKD1	12068954	10
ENSG00000276445	ENSG00000276445.1	AC005393.1	39812972	19
ENSG00000277782	ENSG00000277782.1	AC068870.2	80999593	15
ENSG00000180409	ENSG00000180409.3	OR10AA1P	158808399	1
ENSG00000228357	ENSG00000228357.2	HSD17B8	33358522	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000278337	ENSG00000278337.1	AL139327.4	19172773	13
ENSG00000285690	ENSG00000285690.1	AL022332.2	25282943	22
ENSG00000214944	ENSG00000214944.9	ARHGEF28	73626158	5
ENSG00000254479	ENSG00000254479.1	SLC25A1P1	85934737	11
ENSG00000140406	ENSG00000140406.3	TLNRD1	81000944	15
ENSG00000262635	ENSG00000262635.5	TDO2	155854738	CHR_HSCHR4_1_CTG12
ENSG00000233577	ENSG00000233577.6	AL022332.1	25279529	22
ENSG00000279394	ENSG00000279394.1	AC015871.4	79875920	15
ENSG00000206066	ENSG00000206066.3	IGLL3P	25318256	22
ENSG00000287857	ENSG00000287857.1	AL592546.2	113865811	10
ENSG00000259642	ENSG00000259642.2	ST20-AS1	79922771	15
ENSG00000196865	ENSG00000196865.4	NHLRC2	113854661	10
ENSG00000285968	ENSG00000285968.1	AL022324.4	25282613	22
ENSG00000278600	ENSG00000278600.1	AC015871.3	79920195	15
ENSG00000168490	ENSG00000168490.14	PHYHIP	22219703	8
ENSG00000255406	ENSG00000255406.3	AP000911.3	134008215	11
ENSG00000261229	ENSG00000261229.6	AC021483.2	79843547	15
ENSG00000259332	ENSG00000259332.3	ST20-MTHFS	79845150	15
ENSG00000146731	ENSG00000146731.11	CCT6A	56051685	7
ENSG00000225582	ENSG00000225582.2	AC011193.1	34479272	17
ENSG00000218186	ENSG00000218186.2	KRT8P43	24598012	6
ENSG00000286681	ENSG00000286681.1	AF235103.3	144854875	8
ENSG00000179918	ENSG00000179918.18	SEPHS2	30443631	16
ENSG00000260645	ENSG00000260645.2	AL359715.2	80466958	6
ENSG00000243749	ENSG00000243749.1	TMEM35B	34981535	1
ENSG00000219361	ENSG00000219361.1	RPSAP72	80470071	6
ENSG00000277092	ENSG00000277092.4	LILRA4	54341203	CHR_HSCHR19_4_CTG3_1
ENSG00000169583	ENSG00000169583.12	CLIC3	136994635	9
ENSG00000181705	ENSG00000181705.2	AL596028.1	80499196	6
ENSG00000254648	ENSG00000254648.1	AP000911.2	134035832	11
ENSG00000204241	ENSG00000204241.8	AP000911.1	134032216	11
ENSG00000262505	ENSG00000262505.2	AC093830.1	155836689	CHR_HSCHR4_1_CTG12
ENSG00000236811	ENSG00000236811.1	GAPDHP2	13392677	20
ENSG00000231427	ENSG00000231427.6	LINC01445	54330670	7
ENSG00000247049	ENSG00000247049.2	AC008443.2	181224646	5
ENSG00000089123	ENSG00000089123.16	TASP1	13389392	20
ENSG00000271232	ENSG00000271232.1	CARSP1	68749501	15
ENSG00000260942	ENSG00000260942.1	CAPN10-DT	240582700	2
ENSG00000163017	ENSG00000163017.13	ACTG2	73892314	2
ENSG00000067334	ENSG00000067334.14	DNTTIP2	93866284	1
ENSG00000277292	ENSG00000277292.2	PIP4K2B	38566476	CHR_HSCHR17_7_CTG4
ENSG00000287193	ENSG00000287193.1	AC132938.6	82450911	17
ENSG00000276466	ENSG00000276466.1	AC008984.4	54328223	CHR_HSCHR19_4_CTG3_1
ENSG00000275893	ENSG00000275893.1	AC008984.2	54316929	CHR_HSCHR19_4_CTG3_1
ENSG00000196455	ENSG00000196455.8	PIK3R4	130678934	3
ENSG00000241697	ENSG00000241697.5	TMEFF1	100473149	9
ENSG00000213673	ENSG00000213673.3	SLC25A5P3	54419444	7
ENSG00000250366	ENSG00000250366.2	TUNAR	95876392	14
ENSG00000089250	ENSG00000089250.19	NOS1	117208142	12
ENSG00000276529	ENSG00000276529.1	AP001505.1	44978832	21
ENSG00000216352	ENSG00000216352.1	AL590824.1	80555841	6
ENSG00000114554	ENSG00000114554.11	PLXNA1	126988594	3
ENSG00000153179	ENSG00000153179.13	RASSF3	64507001	12
ENSG00000007376	ENSG00000007376.8	RPUSD1	784974	16
ENSG00000175785	ENSG00000175785.13	PRIMA1	93718298	14
ENSG00000271358	ENSG00000271358.1	AL137190.1	96019484	14
ENSG00000245888	ENSG00000245888.7	NSMCE1-DT	27268205	16
ENSG00000229785	ENSG00000229785.1	SLC25A38P1	172748560	1
ENSG00000279061	ENSG00000279061.1	Z98043.1	172752586	1
ENSG00000280129	ENSG00000280129.1	AL132780.5	23005499	14
ENSG00000258457	ENSG00000258457.5	AL132780.2	22982698	14
ENSG00000169189	ENSG00000169189.17	NSMCE1	27224994	16
ENSG00000135222	ENSG00000135222.6	CSN2	69955256	4
ENSG00000277797	ENSG00000277797.1	AL359693.1	81551686	6
ENSG00000232031	ENSG00000232031.1	AL078599.2	81724722	6
ENSG00000279593	ENSG00000279593.1	AL132642.2	93895762	14
ENSG00000226089	ENSG00000226089.2	AL122017.1	81527102	6
ENSG00000224228	ENSG00000224228.2	AL031599.1	172775905	1
ENSG00000120337	ENSG00000120337.8	TNFSF18	173039960	1
ENSG00000269621	ENSG00000269621.1	AL589765.7	151755541	1
ENSG00000232937	ENSG00000232937.1	AL589765.2	151765709	1
ENSG00000112773	ENSG00000112773.16	TENT5A	81491439	6
ENSG00000251349	ENSG00000251349.3	MSANTD3-TMEFF1	100442271	9
ENSG00000203288	ENSG00000203288.4	TDRKH-AS1	151790804	1
ENSG00000100802	ENSG00000100802.15	C14orf93	22985894	14
ENSG00000184139	ENSG00000184139.8	RPL7AP28	131857343	4
ENSG00000258584	ENSG00000258584.2	FAM181A-AS1	93904730	14
ENSG00000224000	ENSG00000224000.1	Z97198.1	172906900	1
ENSG00000249602	ENSG00000249602.1	AL589765.4	151763384	1
ENSG00000285657	ENSG00000285657.1	AC084121.7	7753682	8
ENSG00000150656	ENSG00000150656.15	CNDP1	74534500	18
ENSG00000227177	ENSG00000227177.1	AIMP1P2	172885947	1
ENSG00000287715	ENSG00000287715.1	AC026120.3	56987734	12
ENSG00000140067	ENSG00000140067.6	FAM181A	93918894	14
ENSG00000244703	ENSG00000244703.3	CD46P1	207645234	1
ENSG00000066697	ENSG00000066697.14	MSANTD3	100427156	9
ENSG00000256314	ENSG00000256314.1	AC078962.3	64654060	12
ENSG00000171053	ENSG00000171053.9	PATE1	125746293	11
ENSG00000225195	ENSG00000225195.2	AC078962.1	64628344	12
ENSG00000023909	ENSG00000023909.10	GCLM	93885199	1
ENSG00000166856	ENSG00000166856.3	GPR182	56994492	12
ENSG00000285239	ENSG00000285239.1	AL137789.2	207709024	1
ENSG00000256670	ENSG00000256670.1	AC078962.4	64599078	12
ENSG00000280320	ENSG00000280320.1	AC025262.3	64696191	12
ENSG00000226289	ENSG00000226289.1	CDCA4P3	207658454	1
ENSG00000256199	ENSG00000256199.1	AC078962.2	64507166	12
ENSG00000166105	ENSG00000166105.16	GLB1L3	134274245	11
ENSG00000259770	ENSG00000259770.2	AC015871.1	79944498	15
ENSG00000197721	ENSG00000197721.16	CR1L	207645113	1
ENSG00000233477	ENSG00000233477.1	PPIAP38	105685383	10
ENSG00000273497	ENSG00000273497.1	AL359198.2	91896704	10
ENSG00000213260	ENSG00000213260.3	YWHAZP5	105686322	10
ENSG00000166860	ENSG00000166860.3	ZBTB39	56998836	12
ENSG00000140379	ENSG00000140379.8	BCL2A1	79960892	15
ENSG00000229466	ENSG00000229466.2	LINC02627	105808225	10
ENSG00000272817	ENSG00000272817.1	AL359198.1	91908131	10
ENSG00000174721	ENSG00000174721.9	FGFBP3	91906589	10
ENSG00000287732	ENSG00000287732.1	AL731574.1	105844834	10
ENSG00000286609	ENSG00000286609.1	AL589166.1	105985679	10
ENSG00000285919	ENSG00000285919.1	AC087639.2	68880663	15
ENSG00000223490	ENSG00000223490.2	CHCHD2P5	93921268	1
ENSG00000140350	ENSG00000140350.15	ANP32A	68778535	15
ENSG00000229775	ENSG00000229775.7	LINC02624	106140143	10
ENSG00000267189	ENSG00000267189.1	ATP5MGP7	42647834	17
ENSG00000234099	ENSG00000234099.1	MTND4P11	93922574	1
ENSG00000267132	ENSG00000267132.1	HMGB3P27	42648178	17
ENSG00000235794	ENSG00000235794.1	MTND3P21	93924386	1
ENSG00000236785	ENSG00000236785.1	SDR42E1P5	102411243	2
ENSG00000232752	ENSG00000232752.1	MTCO3P21	93924743	1
ENSG00000219702	ENSG00000219702.1	AL078599.1	81764211	6
ENSG00000215002	ENSG00000215002.2	RPL23AP59	106550106	10
ENSG00000271364	ENSG00000271364.1	AC015871.2	79984151	15
ENSG00000229842	ENSG00000229842.2	MTATP6P13	93925406	1
ENSG00000250890	ENSG00000250890.1	AL117351.2	93926032	1
ENSG00000065717	ENSG00000065717.15	TLE2	2997639	19
ENSG00000224995	ENSG00000224995.1	LINC01526	81813286	6
ENSG00000214324	ENSG00000214324.5	C3orf56	127193131	3
ENSG00000279719	ENSG00000279719.1	AC015871.5	79989905	15
ENSG00000102178	ENSG00000102178.13	UBL4A	154483717	X
ENSG00000287784	ENSG00000287784.1	AC112482.2	127165506	3
ENSG00000095564	ENSG00000095564.14	BTAF1	91923770	10
ENSG00000243016	ENSG00000243016.1	AC112482.1	127221194	3
ENSG00000026025	ENSG00000026025.16	VIM	17228241	10
ENSG00000126549	ENSG00000126549.9	STATH	69995930	4
ENSG00000286919	ENSG00000286919.1	AC133681.1	127274581	3
ENSG00000197322	ENSG00000197322.4	C17orf102	34574123	17
ENSG00000254442	ENSG00000254442.1	AP000859.1	134316782	11
ENSG00000239620	ENSG00000239620.2	PRR20G	127283784	3
ENSG00000213413	ENSG00000213413.2	PVRIG	100218241	7
ENSG00000127586	ENSG00000127586.17	CHTF18	788046	16
ENSG00000257879	ENSG00000257879.1	AC130415.1	78426826	12
ENSG00000170266	ENSG00000170266.16	GLB1	32996609	3
ENSG00000244215	ENSG00000244215.2	LINC02016	127322307	3
ENSG00000178075	ENSG00000178075.20	GRAMD1C	113828182	3
ENSG00000251555	ENSG00000251555.1	AC096711.2	131930031	4
ENSG00000179460	ENSG00000179460.5	EEF1A1P27	20582072	7
ENSG00000257165	ENSG00000257165.5	AC079362.1	78448995	12
ENSG00000158545	ENSG00000158545.15	ZC3H18	88570381	16
ENSG00000249463	ENSG00000249463.1	AC096711.1	132027175	4
ENSG00000231525	ENSG00000231525.1	AC002486.2	20588990	7
ENSG00000251598	ENSG00000251598.2	AC093916.1	131978485	4
ENSG00000258084	ENSG00000258084.6	AC128707.1	78352519	12
ENSG00000224223	ENSG00000224223.1	VSTM2A-OT1	54556970	7
ENSG00000283057	ENSG00000283057.1	AC010653.3	71777603	16
ENSG00000170419	ENSG00000170419.10	VSTM2A	54542325	7
ENSG00000285607	ENSG00000285607.1	AC084121.5	7761330	8
ENSG00000266236	ENSG00000266236.1	NARF-IT1	82482098	17
ENSG00000198768	ENSG00000198768.10	APCDD1L	58459101	20
ENSG00000265458	ENSG00000265458.2	AC132938.3	82454140	17
ENSG00000285907	ENSG00000285907.1	AL161910.1	89563537	9
ENSG00000066923	ENSG00000066923.17	STAG3	100177563	7
ENSG00000236412	ENSG00000236412.1	AC092941.2	188001700	3
ENSG00000251051	ENSG00000251051.1	ELL2P2	132367786	4
ENSG00000225058	ENSG00000225058.1	AC092941.1	187997422	3
ENSG00000258220	ENSG00000258220.1	LINC02424	78326680	12
ENSG00000248369	ENSG00000248369.1	AC114741.1	132435802	4
ENSG00000264340	ENSG00000264340.1	AC009704.1	74561381	18
ENSG00000266445	ENSG00000266445.1	NARF-AS1	82476597	17
ENSG00000234238	ENSG00000234238.2	AC022498.1	188107072	3
ENSG00000251398	ENSG00000251398.2	LINC01256	132591064	4
ENSG00000236942	ENSG00000236942.1	AC096533.1	205625483	1
ENSG00000273008	ENSG00000273008.1	AC010864.1	43136824	10
ENSG00000043591	ENSG00000043591.5	ADRB1	114044056	10
ENSG00000249038	ENSG00000249038.2	AARSP1	132592084	4
ENSG00000174514	ENSG00000174514.13	MFSD4A	205568885	1
ENSG00000224988	ENSG00000224988.1	AL158207.1	129883693	9
ENSG00000169826	ENSG00000169826.8	CSGALNACT2	43138445	10
ENSG00000285950	ENSG00000285950.1	AC084121.13	7768977	8
ENSG00000236689	ENSG00000236689.1	MTCO2P21	93926615	1
ENSG00000273314	ENSG00000273314.1	AC005229.4	148696467	7
ENSG00000141562	ENSG00000141562.18	NARF	82458180	17
ENSG00000226582	ENSG00000226582.1	UBE2V1P5	114117147	10
ENSG00000133884	ENSG00000133884.10	DPF2	65333852	11
ENSG00000226960	ENSG00000226960.1	MTCO1P21	93927714	1
ENSG00000285540	ENSG00000285540.1	AC022023.1	114109856	10
ENSG00000235107	ENSG00000235107.3	RING1	33362379	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000257564	ENSG00000257564.1	AC068993.1	78793526	12
ENSG00000233129	ENSG00000233129.1	AL117351.1	93934479	1
ENSG00000055130	ENSG00000055130.17	CUL1	148697914	7
ENSG00000257948	ENSG00000257948.2	AC068993.2	78794132	12
ENSG00000260755	ENSG00000260755.1	AC010542.2	66509437	16
ENSG00000122378	ENSG00000122378.14	PRXL2A	80407829	10
ENSG00000166546	ENSG00000166546.14	BEAN1	66427295	16
ENSG00000255163	ENSG00000255163.1	HSPE1P18	118208932	11
ENSG00000259286	ENSG00000259286.3	AC087639.1	68833830	15
ENSG00000130222	ENSG00000130222.11	GADD45G	89605012	9
ENSG00000108018	ENSG00000108018.15	SORCS1	106573663	10
ENSG00000285631	ENSG00000285631.1	AC097105.1	130821184	3
ENSG00000287239	ENSG00000287239.1	AC105445.1	89995223	4
ENSG00000160013	ENSG00000160013.9	PTGIR	46620468	19
ENSG00000288068	ENSG00000288068.1	AC027088.5	68985795	15
ENSG00000232829	ENSG00000232829.3	GSTO3P	130827659	3
ENSG00000235485	ENSG00000235485.1	AL021877.1	34589085	22
ENSG00000258484	ENSG00000258484.4	SPESP1	68818221	15
ENSG00000230894	ENSG00000230894.2	AL133284.1	116567636	9
ENSG00000285820	ENSG00000285820.1	AL157829.1	116838144	9
ENSG00000234512	ENSG00000234512.1	TLR12P	33466249	1
ENSG00000259265	ENSG00000259265.1	AC027088.3	69037549	15
ENSG00000282718	ENSG00000282718.1	AC104333.4	212916787	1
ENSG00000224563	ENSG00000224563.1	LPP-AS1	188562238	3
ENSG00000273851	ENSG00000273851.1	AC027088.4	69022230	15
ENSG00000270959	ENSG00000270959.1	LPP-AS2	188151206	3
ENSG00000279891	ENSG00000279891.1	AC022498.2	188178543	3
ENSG00000279705	ENSG00000279705.1	AC092701.1	80014157	15
ENSG00000278860	ENSG00000278860.1	AC005691.1	34614409	17
ENSG00000255346	ENSG00000255346.10	NOX5	68930525	15
ENSG00000181291	ENSG00000181291.7	TMEM132E	34579487	17
ENSG00000224940	ENSG00000224940.8	PRRT4	128350325	7
ENSG00000164949	ENSG00000164949.8	GEM	94249253	8
ENSG00000145012	ENSG00000145012.13	LPP	188153284	3
ENSG00000165813	ENSG00000165813.20	CCDC186	114120862	10
ENSG00000232479	ENSG00000232479.2	AC010900.1	202924609	2
ENSG00000037042	ENSG00000037042.9	TUBG2	42659284	17
ENSG00000167414	ENSG00000167414.4	AC093503.1	46634076	19
ENSG00000277566	ENSG00000277566.1	AC089999.2	113249466	12
ENSG00000166578	ENSG00000166578.10	IQCD	113195441	12
ENSG00000279161	ENSG00000279161.1	AC093503.4	46636810	19
ENSG00000138380	ENSG00000138380.18	CARF	202912214	2
ENSG00000260851	ENSG00000260851.6	AC010542.3	66469812	16
ENSG00000260574	ENSG00000260574.1	AL360157.1	81969453	6
ENSG00000163508	ENSG00000163508.12	EOMES	27715949	3
ENSG00000226453	ENSG00000226453.2	LINC02542	81844602	6
ENSG00000254380	ENSG00000254380.2	AC084734.1	85495693	8
ENSG00000261519	ENSG00000261519.3	AC010542.4	66549280	16
ENSG00000261656	ENSG00000261656.5	BEAN1-AS1	66469796	16
ENSG00000280356	ENSG00000280356.1	AL021877.2	34641179	22
ENSG00000253680	ENSG00000253680.1	AC093331.1	85617344	8
ENSG00000234891	ENSG00000234891.1	Z82196.1	34703126	22
ENSG00000270971	ENSG00000270971.2	REXO1L8P	85642777	8
ENSG00000237316	ENSG00000237316.1	Z82196.2	34711908	22
ENSG00000158711	ENSG00000158711.13	ELK4	205597556	1
ENSG00000286592	ENSG00000286592.1	AL024495.1	34756676	22
ENSG00000250197	ENSG00000250197.1	HMGN1P15	115289036	5
ENSG00000166548	ENSG00000166548.15	TK2	66508003	16
ENSG00000164221	ENSG00000164221.13	CCDC112	115267190	5
ENSG00000213484	ENSG00000213484.2	EIF4A1P8	92136875	10
ENSG00000230773	ENSG00000230773.9	AC092650.1	47924181	2
ENSG00000236525	ENSG00000236525.1	AC007278.2	102433957	2
ENSG00000105988	ENSG00000105988.6	NHP2P1	92216332	10
ENSG00000115607	ENSG00000115607.9	IL18RAP	102418689	2
ENSG00000279834	ENSG00000279834.1	AC068870.3	81060953	15
ENSG00000214549	ENSG00000214549.2	SDHCP2	92118664	10
ENSG00000156206	ENSG00000156206.14	CFAP161	81007033	15
ENSG00000257465	ENSG00000257465.2	ELOCP32	117245551	12
ENSG00000107864	ENSG00000107864.15	CPEB3	92046692	10
ENSG00000241058	ENSG00000241058.4	NSUN6	18545561	10
ENSG00000165124	ENSG00000165124.18	SVEP1	110365248	9
ENSG00000237768	ENSG00000237768.2	AL731563.2	73071295	10
ENSG00000122884	ENSG00000122884.12	P4HA1	73007217	10
ENSG00000275423	ENSG00000275423.1	AC092650.2	47989625	2
ENSG00000147955	ENSG00000147955.17	SIGMAR1	34634722	9
ENSG00000226473	ENSG00000226473.2	PPIAP62	47939738	2
ENSG00000249328	ENSG00000249328.3	AC036214.1	79769372	8
ENSG00000256071	ENSG00000256071.1	AC084291.1	117889454	12
ENSG00000171435	ENSG00000171435.13	KSR2	117453012	12
ENSG00000272138	ENSG00000272138.2	LINC01607	79768110	8
ENSG00000259461	ENSG00000259461.1	ANP32BP3	81117635	15
ENSG00000273394	ENSG00000273394.1	AC128687.2	113947005	3
ENSG00000227329	ENSG00000227329.2	AL139396.1	53164391	X
ENSG00000240375	ENSG00000240375.1	VPS26AP1	113919222	3
ENSG00000235224	ENSG00000235224.1	AL591212.2	53113018	X
ENSG00000232593	ENSG00000232593.7	KANTR	53094145	X
ENSG00000240776	ENSG00000240776.1	AC079944.1	113850237	3
ENSG00000259572	ENSG00000259572.7	LINC01491	47774219	15
ENSG00000241889	ENSG00000241889.1	AC079944.2	113885298	3
ENSG00000280181	ENSG00000280181.1	AC025262.2	64709458	12
ENSG00000126903	ENSG00000126903.16	SLC10A3	154487306	X
ENSG00000230684	ENSG00000230684.1	AL158207.2	129933536	9
ENSG00000165886	ENSG00000165886.5	UBTD1	97498924	10
ENSG00000127588	ENSG00000127588.5	GNG13	798041	16
ENSG00000187239	ENSG00000187239.17	FNBP1	129887187	9
ENSG00000198060	ENSG00000198060.10	MARCH5	92291167	10
ENSG00000197380	ENSG00000197380.11	DACT3	46647551	19
ENSG00000234019	ENSG00000234019.1	AL591212.1	53093710	X
ENSG00000198367	ENSG00000198367.3	OR7A11P	14916428	19
ENSG00000240291	ENSG00000240291.1	AL450384.2	18513115	10
ENSG00000231340	ENSG00000231340.1	ACTG1P10	53142832	X
ENSG00000100239	ENSG00000100239.16	PPP6R2	50343304	22
ENSG00000141068	ENSG00000141068.14	KSR1	27456470	17
ENSG00000234389	ENSG00000234389.1	AC007278.1	102438713	2
ENSG00000255686	ENSG00000255686.1	AC073864.1	117453012	12
ENSG00000255923	ENSG00000255923.1	AC078878.1	126864465	12
ENSG00000228735	ENSG00000228735.1	AC011228.1	54576052	7
ENSG00000236893	ENSG00000236893.1	ASS1P7	177297161	3
ENSG00000249873	ENSG00000249873.7	LINC02372	126869010	12
ENSG00000123561	ENSG00000123561.15	SERPINA7	106032435	X
ENSG00000203645	ENSG00000203645.2	LINC00501	177294442	3
ENSG00000279326	ENSG00000279326.1	AC004972.1	80972516	7
ENSG00000232612	ENSG00000232612.1	RPL31P35	54656358	7
ENSG00000226782	ENSG00000226782.2	AC117465.1	177337628	3
ENSG00000226671	ENSG00000226671.1	AC005008.1	81191398	7
ENSG00000286404	ENSG00000286404.1	AC011228.2	54721724	7
ENSG00000237896	ENSG00000237896.6	AC005008.2	81175508	7
ENSG00000165995	ENSG00000165995.20	CACNB2	18140677	10
ENSG00000067715	ENSG00000067715.14	SYT1	78863993	12
ENSG00000129354	ENSG00000129354.11	AP1M2	10572671	19
ENSG00000270828	ENSG00000270828.1	AL023806.2	145736911	6
ENSG00000196150	ENSG00000196150.13	ZNF250	144876497	8
ENSG00000141084	ENSG00000141084.11	RANBP10	67723070	16
ENSG00000277241	ENSG00000277241.1	AC026355.3	177700346	3
ENSG00000229124	ENSG00000229124.7	VIM-AS1	17214239	10
ENSG00000180251	ENSG00000180251.4	SLC9A4	102473303	2
ENSG00000228221	ENSG00000228221.6	LINC00578	177441910	3
ENSG00000259588	ENSG00000259588.1	AC012050.1	47603880	15
ENSG00000245598	ENSG00000245598.6	DACT3-AS1	46660364	19
ENSG00000223514	ENSG00000223514.1	AC004866.1	81335106	7
ENSG00000259221	ENSG00000259221.5	AC023905.1	47359430	15
ENSG00000224134	ENSG00000224134.1	AC004866.2	81431731	7
ENSG00000256286	ENSG00000256286.2	AC078878.2	126874804	12
ENSG00000112425	ENSG00000112425.15	EPM2A	145382535	6
